## 1.1.1
## assembly	: /home/STUDENTI/sara.mattiolo/SARA-LAB-GENOMIC/02_KmerBased_genomesurvey/03_GenomeAssembly/02_contaminants/Anoste_pol.fasta
## coverage	 bam0 - /home/STUDENTI/sara.mattiolo/SARA-LAB-GENOMIC/02_KmerBased_genomesurvey/03_GenomeAssembly/02_contaminants/Anoste_pol_sorted.bam
## taxonomy	 tax0 - /home/STUDENTI/sara.mattiolo/SARA-LAB-GENOMIC/02_KmerBased_genomesurvey/03_GenomeAssembly/02_contaminants/Anoste_blast.tsv
## nodesDB	: None
## taxrule	: bestsum
## min_score	: 0.0
## min_diff	: 0.0
## tax_collision_random	: False
##
# name	length	GC	N	bam0	phylum.t.6%s	phylum.s.7%s	phylum.c.8
ctg397	15934	0.5847	0	13.165	Pseudomonadota	28331.0	0
ctg400	17314	0.4964	0	337.8474	Arthropoda	27045.0	0
ctg393	17077	0.394	0	83.511	Arthropoda	29546.0	0
ctg395	36365	0.3654	0	24.8301	Arthropoda	59924.0	0
ctg399	14760	0.2623	0	63.3286	no-hit	0.0	0
ctg398	17231	0.376	0	44.2349	Arthropoda	76486.0	0
ctg402	16820	0.4131	0	47.39	Arthropoda	35660.0	0
ctg404	9451	0.4697	0	502.9133	Arthropoda	230.0	0
ctg403	11820	0.397	0	0.025	no-hit	0.0	0
ctg405	15908	0.4212	0	9.711	Arthropoda	21443.0	0
ctg409	16103	0.6088	0	14.3304	Pseudomonadota	31709.0	0
ctg408	16481	0.4004	0	26.2903	Arthropoda	19859.0	0
ctg410	15340	0.4467	0	0.0	Arthropoda	32389.0	0
ctg376	12586	0.3889	0	0.0	Arthropoda	4060.0	0
ctg412	16348	0.4375	0	0.4973	Arthropoda	29509.0	0
ctg411	4249	0.2306	0	0.174	no-hit	0.0	0
ctg413	14019	0.4744	0	606.1361	Arthropoda	230.0	0
ctg414	15584	0.3613	0	343.5266	Arthropoda	19270.0	0
ctg416	16149	0.6161	0	6.2523	Pseudomonadota	196983.0	0
ctg406	16278	0.4722	0	2.1705	Arthropoda	78260.0	0
ctg407	16052	0.4137	0	145.1409	Arthropoda	32442.0	0
ctg417	15133	0.5926	0	12.5137	Pseudomonadota	12766.0	0
ctg415	15914	0.3584	0	0.1579	Arthropoda	14393.0	0
ctg422	22463	0.5245	0	6009.1689	Arthropoda	143890.0	0
ctg419	15739	0.4096	0	24.9937	Arthropoda	42767.0	0
ctg418	11389	0.4487	0	29.5816	Arthropoda	628.0	0
ctg420	6693	0.4786	0	31.0547	Arthropoda	2175.0	0
ctg421	15177	0.4757	0	37.9876	Arthropoda	23225.0	0
ctg423	15759	0.4775	0	0.0188	Arthropoda	42067.0	0
ctg424	39003	0.5933	0	9.9266	Pseudomonadota	4917.0	0
ctg428	15186	0.5729	0	16.5391	Pseudomonadota	19730.0	0
ctg426	5765	0.391	0	2339.0748	Arthropoda	482.0	0
ctg427	14995	0.3975	0	4.042	Arthropoda	28944.0	0
ctg429	15236	0.4244	0	0.0388	Arthropoda	52665.0	0
ctg425	13234	0.461	0	185.2624	Arthropoda	224.0	0
ctg432	14973	0.4247	0	28.4642	Arthropoda	68027.0	0
ctg434	15330	0.5289	0	9.431	Arthropoda	23386.0	0
ctg430	25660	0.2535	0	45.2478	no-hit	0.0	0
ctg436	15002	0.4364	0	0.0	Arthropoda	33817.0	0
ctg435	11314	0.3635	0	88.9672	Arthropoda	76585.0	0
ctg437	15132	0.4103	0	0.0	Arthropoda	29083.0	0
ctg431	15062	0.4929	0	429.357	Arthropoda	13211.0	0
ctg439	8674	0.4519	0	139.854	Arthropoda	233.0	0
ctg433	8642	0.4402	0	64.3528	Arthropoda	39826.0	0
ctg440	12632	0.4827	0	298.8434	Arthropoda	1123.0	0
ctg442	14907	0.4329	0	17.3842	Arthropoda	28113.0	0
ctg438	11431	0.2352	0	229.8602	Arthropoda	5247.0	0
ctg346	8911	0.4493	0	0.1659	no-hit	0.0	0
ctg443	5361	0.4928	0	471.093	Arthropoda	4826.0	0
ctg441	8581	0.2622	0	417.7695	no-hit	0.0	0
ctg446	13394	0.6215	0	0.2318	Pseudomonadota	42006.0	0
ctg444	9371	0.3658	0	0.0	Arthropoda	11475.0	0
ctg447	14037	0.4592	0	82.9037	Arthropoda	37519.0	0
ctg450	14411	0.5009	0	4.093	Pseudomonadota	131608.0	0
ctg449	14839	0.4781	0	0.0	Arthropoda	113786.0	0
ctg452	14598	0.4953	0	5.6608	Pseudomonadota	129979.0	0
ctg454	14308	0.4366	0	0.9919	Pseudomonadota	21048.0	1
ctg445	14934	0.5323	0	6538.8142	Arthropoda	51811.0	0
ctg451	14801	0.4396	0	0.01	Arthropoda	54116.0	0
ctg448	15184	0.3357	0	54.414	Arthropoda	29195.0	0
ctg455	14652	0.459	0	0.0202	Arthropoda	36851.0	0
ctg453	12797	0.4315	0	165.0771	Arthropoda	2477.0	0
ctg457	7318	0.248	0	268.1668	no-hit	0.0	0
ctg456	14215	0.4976	0	426.9862	Arthropoda	33549.0	0
ctg458	7241	0.2284	0	264.1384	Arthropoda	145.0	0
ctg459	4745	0.2204	0	3.3647	no-hit	0.0	0
ctg460	24959	0.4399	0	41.5197	Arthropoda	41376.0	0
ctg462	10560	0.4847	0	255.2029	Arthropoda	30844.0	0
ctg464	13807	0.4281	0	127.3264	Arthropoda	43557.0	0
ctg469	13768	0.364	0	4.9069	Bacteroidota	400573.0	0
ctg463	7128	0.3359	0	0.0622	no-hit	0.0	0
ctg461	13775	0.3726	0	192.0664	Arthropoda	17535.0	0
ctg468	10493	0.3359	0	364.7218	Arthropoda	71017.0	0
ctg465	13219	0.4468	0	26.4593	Arthropoda	62001.0	0
ctg471	13905	0.6179	0	14.278	Pseudomonadota	11256.0	0
ctg472	12997	0.5045	0	2.2748	Pseudomonadota	62274.0	0
ctg470	6468	0.2556	0	1190.5031	no-hit	0.0	0
ctg466	14012	0.4275	0	156.0804	Arthropoda	27496.0	0
ctg475	14267	0.5968	0	14.8483	Pseudomonadota	7879.0	0
ctg467	6032	0.4889	0	689.8901	Arthropoda	5988.0	0
ctg474	6967	0.3307	0	0.0849	no-hit	0.0	0
ctg477	14175	0.3417	0	4.8077	Bacteroidota	311009.0	0
ctg480	11480	0.3689	0	103.5455	Arthropoda	68409.0	0
ctg476	6740	0.2893	0	0.2413	no-hit	0.0	0
ctg482	13388	0.5457	0	2.6832	Pseudomonadota	318321.0	0
ctg479	8114	0.2615	0	776.6455	no-hit	0.0	0
ctg483	13328	0.3957	0	7.0987	Arthropoda	26348.0	0
ctg481	13006	0.4846	0	1301.9756	Arthropoda	8614.0	0
ctg484	13760	0.3983	0	67.9739	Arthropoda	35746.0	0
ctg486	18712	0.468	0	222.4562	Arthropoda	15687.0	0
ctg473	22387	0.2664	0	200.2346	no-hit	0.0	0
ctg485	11983	0.3184	0	67.5925	Arthropoda	22999.0	0
ctg487	13016	0.3982	0	161.198	Arthropoda	22008.0	0
ctg488	13023	0.3204	0	4.9719	Arthropoda	4712.0	0
ctg491	6975	0.2632	0	46.9241	no-hit	0.0	0
ctg489	31760	0.4636	0	160.4673	Arthropoda	230.0	0
ctg494	13523	0.3642	0	5.0614	Bacteroidota	403626.0	0
ctg490	12819	0.4254	0	29.0494	Arthropoda	43310.0	0
ctg478	33516	0.3778	0	69.8307	Arthropoda	81227.0	0
ctg496	12667	0.453	0	1.0387	Arthropoda	25256.0	0
ctg492	10079	0.454	0	0.0	Arthropoda	13275.0	0
ctg493	5097	0.2364	0	12.5294	no-hit	0.0	0
ctg497	7975	0.3194	0	0.8527	no-hit	0.0	0
ctg499	12979	0.3783	0	349.5688	Arthropoda	4964.0	0
ctg498	12464	0.4735	0	163.83	Arthropoda	21751.0	0
ctg495	11584	0.4511	0	301.6709	Arthropoda	9673.0	0
ctg501	6201	0.4482	0	186.7365	Arthropoda	213.0	0
ctg502	9952	0.4553	0	169.3837	Arthropoda	224.0	0
ctg500	13177	0.3939	0	227.9435	Arthropoda	50410.0	0
ctg503	13155	0.583	0	144.4476	Uroviricota	22401.0	0
ctg504	12932	0.4422	0	0.0114	Arthropoda	27681.0	0
ctg506	12458	0.4177	0	8.5319	Arthropoda	5489.0	0
ctg509	12981	0.2598	0	87.3474	no-hit	0.0	0
ctg508	8990	0.2683	0	65.3643	no-hit	0.0	0
ctg507	12717	0.4945	0	802.3419	Arthropoda	4160.0	0
ctg511	12611	0.6342	0	6.1894	Pseudomonadota	202431.0	0
ctg512	12104	0.6075	0	0.0122	Pseudomonadota	349853.0	0
ctg514	12481	0.4512	0	0.2724	Arthropoda	27724.0	0
ctg516	12683	0.491	0	717.8204	Arthropoda	5970.0	0
ctg510	8998	0.3501	0	0.575	no-hit	0.0	0
ctg513	7908	0.4628	0	53.4828	Arthropoda	207.0	0
ctg515	11651	0.4162	0	168.9179	Arthropoda	51078.0	0
ctg520	12569	0.3584	0	6.4806	Bacteroidota	439206.0	0
ctg519	12556	0.634	0	5.5336	Pseudomonadota	172785.0	0
ctg518	25704	0.4278	0	17.1042	Arthropoda	26483.0	0
ctg522	12196	0.3487	0	0.1939	Arthropoda	9126.0	0
ctg517	27839	0.4091	0	22.9612	Arthropoda	32322.0	0
ctg521	9506	0.2671	0	635.5015	no-hit	0.0	0
ctg526	12705	0.3536	0	5.4222	Bacteroidota	232198.0	0
ctg523	12768	0.4418	0	0.0	Arthropoda	10437.0	0
ctg524	23462	0.3713	0	869.9179	Arthropoda	483.0	0
ctg527	12720	0.4115	0	2.3011	Arthropoda	20055.0	0
ctg530	13959	0.3032	0	151.3143	Arthropoda	33666.0	0
ctg525	12770	0.4927	0	800.0885	Arthropoda	6043.0	0
ctg529	7549	0.4583	0	457.6486	Arthropoda	226.0	0
ctg505	9841	0.2585	0	1665.1729	no-hit	0.0	0
ctg528	43110	0.5023	0	435.6444	Arthropoda	41853.0	0
ctg532	10193	0.4392	0	71.1812	Arthropoda	2571.0	0
ctg533	11051	0.5257	0	1670.2487	Arthropoda	42477.0	0
ctg535	6393	0.4539	0	171.8788	Arthropoda	230.0	0
ctg537	10145	0.3978	0	205.301	Arthropoda	90500.0	0
ctg539	4650	0.209	0	0.2861	no-hit	0.0	0
ctg536	11219	0.3907	0	3218.8723	Arthropoda	133963.0	0
ctg541	11324	0.6065	0	15.2347	Pseudomonadota	2698.0	0
ctg531	19736	0.392	0	122.4152	Arthropoda	46769.0	0
ctg542	11228	0.4154	0	4.4502	Arthropoda	22945.0	0
ctg543	11901	0.4414	0	4.447	Arthropoda	18898.0	0
ctg538	20667	0.4087	0	0.0	Arthropoda	15200.0	0
ctg534	36410	0.431	0	56.0869	Arthropoda	62094.0	0
ctg401	47338	0.4572	0	0.05	unresolved	5154.0	4
ctg545	12049	0.6274	0	4.6132	Pseudomonadota	2397.0	0
ctg544	7424	0.3636	0	0.2389	no-hit	0.0	0
ctg547	12142	0.4302	0	0.0244	Arthropoda	26873.0	0
ctg548	12240	0.4173	0	8.4664	Arthropoda	59805.0	0
ctg546	12175	0.4899	0	315.8647	Arthropoda	26381.0	0
ctg549	4947	0.3899	0	151.0574	Arthropoda	480.0	0
ctg551	11501	0.3983	0	181.391	Arthropoda	25319.0	0
ctg552	5540	0.4652	0	146.3625	Arthropoda	219.0	0
ctg554	11582	0.4903	0	113.3679	Arthropoda	25016.0	0
ctg553	5270	0.4584	0	100.2271	Arthropoda	198.0	0
ctg555	10971	0.4699	0	2.9105	Arthropoda	35816.0	0
ctg556	14864	0.466	0	351.2457	Arthropoda	224.0	0
ctg558	11296	0.4733	0	0.0	Arthropoda	43663.0	0
ctg559	11438	0.6128	0	14.1911	Pseudomonadota	14717.0	0
ctg560	10740	0.4264	0	2.0096	Arthropoda	15537.0	0
ctg561	11591	0.4503	0	8.3155	Arthropoda	23397.0	0
ctg562	21105	0.4599	0	256.9953	Arthropoda	230.0	0
ctg563	2090	0.4507	0	46.8247	Arthropoda	213.0	0
ctg565	8352	0.3665	0	0.1062	no-hit	0.0	0
ctg566	11283	0.4174	0	0.0	Arthropoda	11792.0	0
ctg564	9899	0.458	0	0.0	Arthropoda	12547.0	0
ctg557	47854	0.3573	0	0.0031	no-hit	0.0	0
ctg540	20852	0.4225	0	0.0	no-hit	0.0	0
ctg569	6410	0.4598	0	722.6147	Arthropoda	231.0	0
ctg571	11584	0.3755	0	0.268	Arthropoda	6505.0	0
ctg570	10910	0.6117	0	9.7966	Pseudomonadota	37969.0	0
ctg573	11118	0.3672	0	6.4222	Bacteroidota	368576.0	0
ctg567	10811	0.4776	0	4.3894	Arthropoda	40354.0	0
ctg575	11137	0.5355	0	5.0042	Pseudomonadota	79048.0	0
ctg576	10714	0.5707	0	12.9148	Pseudomonadota	11160.0	0
ctg577	11050	0.4008	0	18.3283	Arthropoda	30176.0	0
ctg579	10955	0.4254	0	1.0256	Arthropoda	19621.0	0
ctg574	7559	0.2709	0	3013.1604	no-hit	0.0	0
ctg580	10847	0.4223	0	5.3697	Arthropoda	13385.0	0
ctg578	5618	0.4498	0	4.8154	Arthropoda	189.0	0
ctg581	10995	0.3871	0	6.7764	Bacteroidota	224444.0	0
ctg582	10638	0.5285	0	3.8771	Pseudomonadota	59752.0	0
ctg584	10198	0.4539	0	0.4059	Arthropoda	40449.0	0
ctg583	10727	0.4136	0	0.0	Arthropoda	16260.0	0
ctg587	8177	0.4474	0	1.4825	Arthropoda	209.0	0
ctg588	10745	0.4735	0	0.5916	Arthropoda	13823.0	0
ctg585	10898	0.4527	0	298.0883	Arthropoda	230.0	0
ctg593	9317	0.3268	0	197.6516	no-hit	0.0	0
ctg586	10119	0.3737	0	50.8399	Arthropoda	38806.0	0
ctg591	10837	0.4162	0	40.8146	Arthropoda	23420.0	0
ctg594	11380	0.3554	0	6.755	Bacteroidota	293767.0	0
ctg596	21172	0.2541	0	447.0303	no-hit	0.0	0
ctg590	10516	0.4297	0	327.9928	Arthropoda	23234.0	0
ctg595	6979	0.2532	0	816.1052	no-hit	0.0	0
ctg592	7350	0.4626	0	372.21	Arthropoda	230.0	0
ctg598	8862	0.454	0	95.4173	Arthropoda	213.0	0
ctg600	11063	0.5423	0	4996.6788	Arthropoda	42764.0	0
ctg589	17741	0.4219	0	55.7206	Arthropoda	10266.0	0
ctg599	9879	0.404	0	0.2394	Arthropoda	14226.0	0
ctg601	23797	0.3269	0	652.0378	Arthropoda	12177.0	0
ctg597	4855	0.2538	0	291.3973	Arthropoda	135.0	0
ctg603	10117	0.5242	0	6.2832	Pseudomonadota	108391.0	0
ctg605	4018	0.2534	0	3.4584	no-hit	0.0	0
ctg606	9826	0.3656	0	7.1613	Bacteroidota	145267.0	0
ctg607	9841	0.5357	0	6.0538	Pseudomonadota	83043.0	0
ctg604	9917	0.4303	0	122.2203	Arthropoda	21965.0	0
ctg608	9811	0.4292	0	64.3545	Arthropoda	62240.0	0
ctg610	9809	0.6029	0	17.1054	Pseudomonadota	5328.0	0
ctg611	9663	0.354	0	0.0765	Arthropoda	8364.0	0
ctg613	9799	0.6399	0	5.2651	Pseudomonadota	127586.0	0
ctg612	10192	0.3822	0	0.7252	Arthropoda	14416.0	0
ctg615	10005	0.3649	0	10.6384	Arthropoda	35459.0	0
ctg616	9940	0.443	0	0.6098	Arthropoda	103445.0	0
ctg614	10323	0.4099	0	103.809	Arthropoda	73888.0	0
ctg618	9373	0.3539	0	8.9742	Arthropoda	39088.0	0
ctg619	33337	0.2529	0	1275.3378	no-hit	0.0	0
ctg620	5043	0.4676	0	515.9836	Arthropoda	230.0	0
ctg621	9537	0.3449	0	5.6578	Arthropoda	9241.0	0
ctg622	9317	0.3406	0	362.7605	Arthropoda	14024.0	0
ctg623	20420	0.2936	0	99.5138	Arthropoda	56786.0	0
ctg624	9872	0.4877	0	618.1401	Arthropoda	5964.0	0
ctg602	44791	0.4646	0	568.3889	Arthropoda	51069.0	0
ctg626	9709	0.4385	0	0.0761	Arthropoda	41735.0	0
ctg627	9932	0.4369	0	0.9228	Arthropoda	32140.0	0
ctg625	10663	0.4834	0	0.0832	Arthropoda	20661.0	0
ctg628	9927	0.507	0	4.125	Pseudomonadota	66028.0	0
ctg629	8860	0.5151	0	0.9344	Pseudomonadota	35794.0	0
ctg630	9395	0.5156	0	4278.0096	Arthropoda	29925.0	0
ctg631	9436	0.3718	0	24.8942	Arthropoda	16333.0	0
ctg635	9320	0.4214	0	9.9452	Arthropoda	20193.0	0
ctg637	2112	0.2116	0	0.14	no-hit	0.0	0
ctg634	9281	0.3975	0	2.6282	Arthropoda	19115.0	0
ctg632	5229	0.2838	0	381.8025	no-hit	0.0	0
ctg638	8609	0.425	0	0.0	Arthropoda	203558.0	0
ctg633	9391	0.5606	0	2474.2455	Arthropoda	33785.0	0
ctg639	14720	0.4559	0	46.227	Arthropoda	217.0	0
ctg636	9036	0.4532	0	68.4998	Arthropoda	11409.0	0
ctg640	4907	0.2586	0	155.0002	no-hit	0.0	0
ctg641	5527	0.2538	0	100.916	no-hit	0.0	0
ctg643	8734	0.49	0	0.0	Arthropoda	52165.0	0
ctg645	8711	0.6229	0	4.7857	Pseudomonadota	141927.0	0
ctg644	8249	0.4084	0	0.0	Arthropoda	15039.0	0
ctg647	11871	0.2569	0	127.1082	no-hit	0.0	0
ctg642	7616	0.3915	0	0.0	Arthropoda	6678.0	0
ctg648	8628	0.5699	0	1708.6473	Arthropoda	30300.0	0
ctg652	9089	0.4909	0	2168.9664	Arthropoda	7912.0	0
ctg649	8175	0.472	0	569.7652	Arthropoda	230.0	0
ctg653	34008	0.4627	0	177.8586	Arthropoda	231.0	0
ctg646	37242	0.435	0	41.6514	Arthropoda	51643.0	0
ctg651	19671	0.4964	0	352.2717	Arthropoda	56113.0	0
ctg654	5520	0.3832	0	585.3751	Arthropoda	467.0	0
ctg655	7603	0.2892	0	77.483	Arthropoda	3495.0	0
ctg656	9216	0.3844	0	51.6828	Arthropoda	33739.0	0
ctg659	8845	0.6137	0	5.3149	Pseudomonadota	105471.0	0
ctg660	29475	0.4904	0	632.3868	Arthropoda	6050.0	0
ctg661	7166	0.4372	0	0.0	Arthropoda	11135.0	0
ctg662	8822	0.4093	0	0.0	Arthropoda	7986.0	0
ctg663	7997	0.4159	0	0.037	Arthropoda	1830.0	0
ctg665	7951	0.4125	0	0.0372	Arthropoda	14051.0	0
ctg666	8144	0.4364	0	387.691	Arthropoda	42774.0	0
ctg667	23080	0.395	0	118.9046	Arthropoda	35005.0	0
ctg664	5966	0.5044	0	0.0	Arthropoda	12944.0	0
ctg670	8244	0.3788	0	10.6336	Arthropoda	37040.0	0
ctg669	7741	0.3671	0	0.0955	Arthropoda	5846.0	0
ctg671	7490	0.4167	0	0.0	Arthropoda	22735.0	0
ctg672	7728	0.4199	0	0.0	Arthropoda	11555.0	0
ctg668	7298	0.2858	0	0.2633	no-hit	0.0	0
ctg658	45735	0.4069	0	164.7125	Arthropoda	3366.0	0
ctg674	8074	0.4363	0	0.0549	Arthropoda	17987.0	0
ctg568	8693	0.4446	0	0.0	no-hit	0.0	0
ctg675	7828	0.4221	0	0.4344	Arthropoda	44333.0	0
ctg677	7927	0.466	0	0.0	Arthropoda	13727.0	0
ctg676	5892	0.456	0	533.6887	Arthropoda	219.0	0
ctg680	7988	0.5194	0	5.8851	Pseudomonadota	96016.0	0
ctg678	8050	0.4368	0	47.324	Arthropoda	64528.0	0
ctg673	36480	0.438	0	49.7711	Arthropoda	224.0	0
ctg681	7784	0.4888	0	1551.3424	Arthropoda	8554.0	0
ctg683	7881	0.4775	0	0.0188	Arthropoda	9786.0	0
ctg684	7688	0.3266	0	7.23	Bacteroidota	133424.0	0
ctg685	7561	0.5147	0	0.0587	Arthropoda	37789.0	0
ctg686	3958	0.2289	0	154.7398	no-hit	0.0	0
ctg687	7937	0.376	0	6.016	Bacteroidota	200621.0	0
ctg682	7221	0.4161	0	0.0	Arthropoda	8087.0	0
ctg688	8199	0.3255	0	209.8362	Arthropoda	12585.0	0
ctg689	8119	0.6184	0	10.4331	Pseudomonadota	717.0	0
ctg691	8031	0.547	0	5.3382	Pseudomonadota	73675.0	0
ctg692	7956	0.5036	0	4.7196	Pseudomonadota	6248.0	0
ctg690	7890	0.4674	0	3.3163	Arthropoda	20812.0	0
ctg617	9276	0.5713	0	0.0	no-hit	0.0	0
ctg695	7352	0.4969	0	337.0615	Arthropoda	23104.0	0
ctg693	4607	0.2542	0	207.1611	no-hit	0.0	0
ctg694	5059	0.3534	0	0.0584	no-hit	0.0	0
ctg697	7772	0.4315	0	0.0	Arthropoda	12565.0	0
ctg679	9704	0.2437	0	298.6003	no-hit	0.0	0
ctg696	26515	0.3229	0	130.2343	Arthropoda	537.0	0
ctg700	6953	0.3624	0	0.0	Arthropoda	17006.0	0
ctg703	7827	0.4759	0	2.852	Arthropoda	32968.0	0
ctg699	7656	0.4979	0	727.623	Arthropoda	25339.0	0
ctg701	20596	0.264	0	114.4111	no-hit	0.0	0
ctg657	5351	0.459	0	0.0	no-hit	0.0	0
ctg705	7081	0.531	0	0.7516	Arthropoda	36579.0	0
ctg704	7248	0.4745	0	14.7463	Arthropoda	38756.0	0
ctg707	6455	0.4909	0	598.6489	Arthropoda	2179.0	0
ctg708	6815	0.4477	0	0.0	Arthropoda	11148.0	0
ctg711	6797	0.3883	0	43.6726	Arthropoda	16291.0	0
ctg714	1440	0.2153	0	0.8213	no-hit	0.0	0
ctg702	5010	0.3265	0	1208.4594	Arthropoda	9646.0	0
ctg709	6856	0.4656	0	20.5056	Arthropoda	40323.0	0
ctg716	7533	0.4086	0	60.5803	Arthropoda	4406.0	0
ctg715	7601	0.7819	0	0.0389	Arthropoda	47260.0	0
ctg706	23082	0.4085	0	0.032	Arthropoda	31814.0	0
ctg698	8087	0.4285	0	37.5471	Arthropoda	21341.0	0
ctg717	6918	0.4329	0	0.6624	Arthropoda	25286.0	0
ctg712	6747	0.4	0	128.3517	Arthropoda	42163.0	0
ctg720	7070	0.4035	0	0.0209	Arthropoda	5143.0	0
ctg718	6754	0.4217	0	7.42	Arthropoda	7673.0	0
ctg713	4835	0.2558	0	362.5889	no-hit	0.0	0
ctg719	5005	0.2478	0	509.593	no-hit	0.0	0
ctg723	6933	0.4008	0	0.0	Arthropoda	11456.0	0
ctg710	2269	0.3182	0	0.2606	Arthropoda	3093.0	0
ctg724	6660	0.3104	0	2.5748	Bacteroidota	58236.0	0
ctg721	3858	0.4583	0	119.245	Arthropoda	213.0	0
ctg728	6899	0.4937	0	6.0641	Pseudomonadota	224.0	0
ctg725	4649	0.4532	0	117.1766	Arthropoda	215.0	0
ctg727	6484	0.6155	0	0.0	Pseudomonadota	132320.0	0
ctg730	6708	0.6664	0	7.4047	Pseudomonadota	14275.0	0
ctg726	6976	0.47	0	65.3962	Arthropoda	51877.0	0
ctg729	18947	0.5246	0	265.8944	Arthropoda	15376.0	0
ctg733	6705	0.4185	0	0.3087	Arthropoda	18829.0	0
ctg735	16595	0.4055	0	0.0	Arthropoda	680.0	0
ctg736	4990	0.4685	0	55.4881	Arthropoda	206.0	0
ctg734	11913	0.3946	0	65.5079	Arthropoda	30545.0	0
ctg731	5201	0.3121	0	0.0284	no-hit	0.0	0
ctg737	4479	0.3179	0	173.1451	no-hit	0.0	0
ctg738	6551	0.4375	0	0.0226	Arthropoda	27336.0	0
ctg740	6617	0.3299	0	20.4867	Arthropoda	7440.0	0
ctg739	6910	0.3884	0	4.0434	Arthropoda	12359.0	0
ctg742	3992	0.2791	0	1.5924	no-hit	0.0	0
ctg741	10134	0.4997	0	127.4367	Arthropoda	27478.0	0
ctg744	6789	0.4328	0	14.0013	Arthropoda	18330.0	0
ctg743	7255	0.2753	0	182.9792	no-hit	0.0	0
ctg745	5966	0.4574	0	15.2637	Arthropoda	15665.0	0
ctg747	6740	0.5488	0	0.0	Arthropoda	47702.0	0
ctg748	6851	0.4055	0	4.7471	Arthropoda	24028.0	0
ctg751	6034	0.4365	0	0.6125	Arthropoda	48376.0	0
ctg752	5947	0.4301	0	17.848	Arthropoda	40638.0	0
ctg753	5850	0.4219	0	0.278	Arthropoda	14838.0	0
ctg750	34398	0.4484	0	43.2772	Arthropoda	30175.0	0
ctg755	6755	0.4934	0	5.9745	Arthropoda	34752.0	0
ctg746	3840	0.3461	0	0.0	no-hit	0.0	0
ctg756	6148	0.4606	0	0.0962	Arthropoda	13772.0	0
ctg749	5929	0.4625	0	0.0	Arthropoda	10681.0	0
ctg757	4132	0.2287	0	91.4457	no-hit	0.0	0
ctg754	31993	0.2573	0	568.106	no-hit	0.0	0
ctg758	15214	0.5097	0	1.5158	Arthropoda	57790.0	0
ctg759	5863	0.4411	0	3.9082	Arthropoda	21495.0	0
ctg761	6006	0.4267	0	7.901	Arthropoda	47991.0	0
ctg722	4282	0.2842	0	0.0	no-hit	0.0	0
ctg760	6246	0.4848	0	1633.3262	Arthropoda	9505.0	0
ctg762	5755	0.4412	0	0.7192	Arthropoda	25979.0	0
ctg766	5752	0.5037	0	424.2405	Arthropoda	25810.0	0
ctg763	2574	0.27	0	1164.8943	no-hit	0.0	0
ctg767	2693	0.4616	0	624.1471	Arthropoda	224.0	0
ctg732	41157	0.3839	0	2136.3366	Arthropoda	498.0	0
ctg769	4554	0.2675	0	3560.063	no-hit	0.0	0
ctg771	5927	0.4085	0	0.0	Arthropoda	13259.0	0
ctg765	5418	0.5731	0	0.0	no-hit	0.0	0
ctg770	5930	0.501	0	648.6326	Arthropoda	26472.0	0
ctg764	5938	0.4522	0	246.3669	Arthropoda	174.0	0
ctg768	3747	0.2535	0	954.0111	no-hit	0.0	0
ctg772	5925	0.4815	0	2.8194	Arthropoda	13861.0	0
ctg775	6064	0.6098	0	15.8459	Pseudomonadota	23626.0	0
ctg776	5869	0.2796	0	3.4256	Bacteroidota	73131.0	0
ctg778	5563	0.4507	0	0.0531	Arthropoda	21075.0	0
ctg773	6085	0.4342	0	120.0133	Arthropoda	63475.0	0
ctg777	4114	0.4516	0	127.6714	Arthropoda	213.0	0
ctg774	2108	0.2358	0	262.8402	no-hit	0.0	0
ctg781	4745	0.4362	0	2665.8643	Arthropoda	141.0	0
ctg780	5298	0.4543	0	9.5986	Arthropoda	19118.0	0
ctg779	3677	0.3166	0	0.3216	no-hit	0.0	0
ctg784	5441	0.3608	0	5.1351	Bacteroidota	41277.0	2
ctg786	3887	0.4597	0	102.0777	no-hit	0.0	0
ctg787	39849	0.4105	0	2.9159	Arthropoda	56708.0	0
ctg785	3951	0.3063	0	501.8591	Arthropoda	5781.0	0
ctg790	4986	0.415	0	0.3261	Arthropoda	116953.0	0
ctg783	3767	0.3762	0	2576.9608	Arthropoda	473.0	0
ctg791	6012	0.4238	0	0.1229	Arthropoda	7409.0	0
ctg788	3023	0.2607	0	30.3191	no-hit	0.0	0
ctg789	5506	0.3747	0	25.9092	Arthropoda	32526.0	0
ctg792	7145	0.4903	0	213.9347	Arthropoda	20985.0	0
ctg796	5303	0.3888	0	24.9775	Arthropoda	26323.0	0
ctg798	5391	0.4563	0	0.0548	Arthropoda	31713.0	0
ctg800	5131	0.4202	0	0.2881	Arthropoda	25577.0	0
ctg793	6556	0.4347	0	782.6021	Arthropoda	145.0	0
ctg794	4873	0.5323	0	203.5887	Arthropoda	15702.0	0
ctg799	2969	0.4439	0	9.7093	Arthropoda	167.0	0
ctg797	5632	0.4421	0	33.4403	Arthropoda	22693.0	0
ctg802	2883	0.4634	0	2544.2878	Arthropoda	226.0	0
ctg801	23838	0.2605	0	261.1678	no-hit	0.0	0
ctg795	4308	0.438	0	0.0	Arthropoda	3258.0	0
ctg804	4970	0.3169	0	1.0113	Arthropoda	27999.0	0
ctg803	4943	0.4469	0	1.7346	Arthropoda	24299.0	0
ctg807	5461	0.4362	0	94.6373	Arthropoda	11136.0	0
